date,playerId,country,gameId,Cash turnover,Bonus turnover,Cash winnings,Bonus winnings,Turnover,Winnings,Cash result,Bonus result,Gross result
2017-04-02,38,SE,563,0.26,0.0,0.34,0.0,0.26,0.34,-0.07,0.0,-0.07
2017-04-02,38,SE,399,1.05,0.0,60.37,0.0,1.05,60.37,-59.33,0.0,-59.33
2017-04-02,38,SE,377,0.42,0.0,0.48,0.0,0.42,0.48,-0.06,0.0,-0.06
2017-04-02,37,FI,2676,0.8,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.8
2017-04-02,37,FI,2651,2.1,0.0,0.0,0.0,2.1,0.0,2.1,0.0,2.1
2017-04-02,37,FI,2555,3.6,0.0,4.4,0.0,3.6,4.4,-0.8,0.0,-0.8
2017-04-02,37,FI,2136,0.0,0.0,0.84,0.0,0.0,0.84,-0.84,0.0,-0.84
2017-04-02,37,FI,2089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,37,FI,1461,2.8,0.0,1.99,0.0,2.8,1.99,0.81,0.0,0.81
2017-04-02,37,FI,1355,0.0,0.0,1.26,0.0,0.0,1.26,-1.26,0.0,-1.26
2017-04-02,37,FI,563,0.0,0.0,0.77,0.0,0.0,0.77,-0.77,0.0,-0.77
2017-04-02,37,FI,399,8.39,0.0,12.01,0.0,8.39,12.01,-3.62,0.0,-3.62
2017-04-02,37,FI,377,0.42,0.0,0.1,0.0,0.42,0.1,0.31,0.0,0.31
2017-04-02,36,GB,2676,0.8,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.8
2017-04-02,36,GB,2555,2.4,0.0,0.2,0.0,2.4,0.2,2.2,0.0,2.2
2017-04-02,36,GB,2518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,36,GB,2136,1.01,0.0,0.1,0.0,1.01,0.1,0.9,0.0,0.9
2017-04-02,36,GB,2089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,36,GB,1461,4.7,0.0,9.71,0.0,4.7,9.71,-5.01,0.0,-5.01
2017-04-02,36,GB,1355,2.52,0.0,0.0,0.0,2.52,0.0,2.52,0.0,2.52
2017-04-02,36,GB,563,0.52,0.0,0.0,0.0,0.52,0.0,0.52,0.0,0.52
2017-04-02,36,GB,424,0.52,0.0,0.04,0.0,0.52,0.04,0.48,0.0,0.48
2017-04-02,36,GB,399,7.34,0.0,39.03,0.0,7.34,39.03,-31.68,0.0,-31.68
2017-04-02,36,GB,377,0.42,0.0,0.4,0.0,0.42,0.4,0.02,0.0,0.02
2017-04-02,35,SE,2676,1.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.5
2017-04-02,35,SE,2651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,35,SE,2555,6.0,0.0,0.6,0.0,6.0,0.6,5.4,0.0,5.4
2017-04-02,35,SE,2518,1.05,0.0,7.03,0.0,1.05,7.03,-5.98,0.0,-5.98
2017-04-02,35,SE,2188,3.15,0.0,0.0,0.0,3.15,0.0,3.15,0.0,3.15
2017-04-02,35,SE,2136,2.01,0.0,0.0,0.0,2.01,0.0,2.01,0.0,2.01
2017-04-02,35,SE,2089,2.62,0.0,0.0,0.0,2.62,0.0,2.62,0.0,2.62
2017-04-02,35,SE,1461,0.7,0.0,0.49,0.0,0.7,0.49,0.21,0.0,0.21
2017-04-02,35,SE,1355,2.52,0.0,0.0,0.0,2.52,0.0,2.52,0.0,2.52
2017-04-02,35,SE,563,0.26,0.0,0.0,0.0,0.26,0.0,0.26,0.0,0.26
2017-04-02,35,SE,424,0.26,0.0,1.29,0.0,0.26,1.29,-1.03,0.0,-1.03
2017-04-02,35,SE,399,2.1,0.0,10.81,0.0,2.1,10.81,-8.71,0.0,-8.71
2017-04-02,35,SE,377,0.84,0.0,0.0,0.0,0.84,0.0,0.84,0.0,0.84
2017-04-02,34,SE,2676,0.0,0.0,4.0,0.0,0.0,4.0,-4.0,0.0,-4.0
2017-04-02,34,SE,2555,3.6,0.0,0.8,0.0,3.6,0.8,2.8,0.0,2.8
2017-04-02,34,SE,2518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,34,SE,2327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,34,SE,2188,3.15,0.0,0.0,0.0,3.15,0.0,3.15,0.0,3.15
2017-04-02,34,SE,2136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,34,SE,2089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,34,SE,1461,4.8,0.0,2.75,0.0,4.8,2.75,2.05,0.0,2.05
2017-04-02,34,SE,1400,0.0,0.0,2.1,0.0,0.0,2.1,-2.1,0.0,-2.1
2017-04-02,34,SE,563,0.0,0.0,0.05,0.0,0.0,0.05,-0.05,0.0,-0.05
2017-04-02,34,SE,424,0.52,0.0,0.0,0.0,0.52,0.0,0.52,0.0,0.52
2017-04-02,34,SE,399,6.29,0.0,1.05,0.0,6.29,1.05,5.25,0.0,5.25
2017-04-02,34,SE,377,1.26,0.0,0.5,0.0,1.26,0.5,0.76,0.0,0.76
2017-04-02,33,SE,2555,3.6,0.0,11.2,0.0,3.6,11.2,-7.6,0.0,-7.6
2017-04-02,33,SE,2518,2.1,0.0,0.0,0.0,2.1,0.0,2.1,0.0,2.1
2017-04-02,33,SE,2188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,33,SE,2136,2.01,0.0,0.0,0.0,2.01,0.0,2.01,0.0,2.01
2017-04-02,33,SE,2089,2.62,0.0,0.0,0.0,2.62,0.0,2.62,0.0,2.62
2017-04-02,33,SE,1461,3.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0
2017-04-02,33,SE,563,0.26,0.0,0.0,0.0,0.26,0.0,0.26,0.0,0.26
2017-04-02,33,SE,424,0.52,0.0,0.0,0.0,0.52,0.0,0.52,0.0,0.52
2017-04-02,33,SE,399,6.29,0.0,10.49,0.0,6.29,10.49,-4.2,0.0,-4.2
2017-04-02,33,SE,377,0.0,0.0,1.53,0.0,0.0,1.53,-1.53,0.0,-1.53
2017-04-02,32,SE,2555,4.8,0.0,11.4,0.0,4.8,11.4,-6.6,0.0,-6.6
2017-04-02,32,SE,2518,1.05,0.0,4.98,0.0,1.05,4.98,-3.93,0.0,-3.93
2017-04-02,32,SE,2188,3.15,0.0,0.0,0.0,3.15,0.0,3.15,0.0,3.15
2017-04-02,32,SE,2136,2.01,0.0,0.0,0.0,2.01,0.0,2.01,0.0,2.01
2017-04-02,32,SE,2089,0.0,0.0,0.52,0.0,0.0,0.52,-0.52,0.0,-0.52
2017-04-02,32,SE,1461,5.1,0.0,10.21,0.0,5.1,10.21,-5.11,0.0,-5.11
2017-04-02,32,SE,1400,2.1,0.0,0.0,0.0,2.1,0.0,2.1,0.0,2.1
2017-04-02,32,SE,563,0.52,0.0,0.0,0.0,0.52,0.0,0.52,0.0,0.52
2017-04-02,32,SE,424,0.26,0.0,0.0,0.0,0.26,0.0,0.26,0.0,0.26
2017-04-02,32,SE,399,5.77,0.0,3.15,0.0,5.77,3.15,2.62,0.0,2.62
2017-04-02,32,SE,377,1.68,0.0,4.05,0.0,1.68,4.05,-2.37,0.0,-2.37
2017-04-02,31,FI,2651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,31,FI,2555,12.0,0.0,2.0,0.0,12.0,2.0,10.0,0.0,10.0
2017-04-02,31,FI,2518,1.05,0.0,2.73,0.0,1.05,2.73,-1.68,0.0,-1.68
2017-04-02,31,FI,2327,4.2,0.0,0.0,0.0,4.2,0.0,4.2,0.0,4.2
2017-04-02,31,FI,2188,9.44,0.0,0.0,0.0,9.44,0.0,9.44,0.0,9.44
2017-04-02,31,FI,2136,1.01,0.0,2.62,0.0,1.01,2.62,-1.62,0.0,-1.62
2017-04-02,31,FI,2089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,31,FI,1461,3.5,0.0,3.1,0.0,3.5,3.1,0.4,0.0,0.4
2017-04-02,31,FI,1355,2.52,0.0,0.0,0.0,2.52,0.0,2.52,0.0,2.52
2017-04-02,31,FI,563,0.52,0.0,0.37,0.0,0.52,0.37,0.16,0.0,0.16
2017-04-02,31,FI,424,0.0,0.0,0.03,0.0,0.0,0.03,-0.03,0.0,-0.03
2017-04-02,31,FI,399,1.05,0.0,2.1,0.0,1.05,2.1,-1.05,0.0,-1.05
2017-04-02,31,FI,377,1.26,0.0,0.0,0.0,1.26,0.0,1.26,0.0,1.26
2017-04-02,30,SE,2676,0.4,0.0,7.2,0.0,0.4,7.2,-6.8,0.0,-6.8
2017-04-02,30,SE,2651,2.1,0.0,0.0,0.0,2.1,0.0,2.1,0.0,2.1
2017-04-02,30,SE,2555,2.4,0.0,0.4,0.0,2.4,0.4,2.0,0.0,2.0
2017-04-02,30,SE,2327,4.2,0.0,0.0,0.0,4.2,0.0,4.2,0.0,4.2
2017-04-02,30,SE,2188,3.15,0.0,0.0,0.0,3.15,0.0,3.15,0.0,3.15
2017-04-02,30,SE,2136,1.01,0.0,0.0,0.0,1.01,0.0,1.01,0.0,1.01
2017-04-02,30,SE,2050,0.26,0.0,0.0,0.0,0.26,0.0,0.26,0.0,0.26
2017-04-02,30,SE,1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,30,SE,1461,3.4,0.0,6.08,0.0,3.4,6.08,-2.68,0.0,-2.68
2017-04-02,30,SE,563,0.26,0.0,0.0,0.0,0.26,0.0,0.26,0.0,0.26
2017-04-02,30,SE,424,0.79,0.0,0.0,0.0,0.79,0.0,0.79,0.0,0.79
2017-04-02,30,SE,399,2.1,0.0,9.44,0.0,2.1,9.44,-7.34,0.0,-7.34
2017-04-02,30,SE,377,0.84,0.0,0.78,0.0,0.84,0.78,0.06,0.0,0.06
2017-04-02,29,SE,2651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,29,SE,2555,6.0,0.0,0.56,0.0,6.0,0.56,5.44,0.0,5.44
2017-04-02,29,SE,2518,1.05,0.0,0.0,0.0,1.05,0.0,1.05,0.0,1.05
2017-04-02,29,SE,2188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,29,SE,2136,4.03,0.0,0.0,0.0,4.03,0.0,4.03,0.0,4.03
2017-04-02,29,SE,2089,2.62,0.0,0.0,0.0,2.62,0.0,2.62,0.0,2.62
2017-04-02,29,SE,1939,2.1,0.0,0.0,0.0,2.1,0.0,2.1,0.0,2.1
2017-04-02,29,SE,1461,3.8,0.0,0.98,0.0,3.8,0.98,2.82,0.0,2.82
2017-04-02,29,SE,1355,2.52,0.0,3.78,0.0,2.52,3.78,-1.26,0.0,-1.26
2017-04-02,29,SE,563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,29,SE,424,0.0,0.0,0.42,0.0,0.0,0.42,-0.42,0.0,-0.42
2017-04-02,29,SE,399,3.15,0.0,5.35,0.0,3.15,5.35,-2.2,0.0,-2.2
2017-04-02,29,SE,377,0.0,0.0,0.21,0.0,0.0,0.21,-0.21,0.0,-0.21
2017-04-02,28,SE,2676,0.0,0.0,5.4,0.0,0.0,5.4,-5.4,0.0,-5.4
2017-04-02,28,SE,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-02,28,SE,2518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,28,SE,2188,3.15,0.0,0.0,0.0,3.15,0.0,3.15,0.0,3.15
2017-04-02,28,SE,2136,1.01,0.0,0.0,0.0,1.01,0.0,1.01,0.0,1.01
2017-04-02,28,SE,2050,0.0,0.0,0.1,0.0,0.0,0.1,-0.1,0.0,-0.1
2017-04-02,28,SE,1939,2.1,0.0,10.49,0.0,2.1,10.49,-8.39,0.0,-8.39
2017-04-02,28,SE,1461,8.6,0.0,1.45,0.0,8.6,1.45,7.15,0.0,7.15
2017-04-02,28,SE,563,1.05,0.0,0.05,0.0,1.05,0.05,1.0,0.0,1.0
2017-04-02,28,SE,424,0.0,0.0,0.38,0.0,0.0,0.38,-0.38,0.0,-0.38
2017-04-02,28,SE,399,2.1,0.0,3.25,0.0,2.1,3.25,-1.15,0.0,-1.15
2017-04-02,28,SE,377,0.84,0.0,0.06,0.0,0.84,0.06,0.78,0.0,0.78
2017-04-02,27,SE,2676,0.0,0.0,0.4,0.0,0.0,0.4,-0.4,0.0,-0.4
2017-04-02,27,SE,2555,7.2,0.0,6.4,0.0,7.2,6.4,0.8,0.0,0.8
2017-04-02,27,SE,2518,0.0,0.0,1.47,0.0,0.0,1.47,-1.47,0.0,-1.47
2017-04-02,27,SE,2327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,27,SE,2136,1.01,0.0,0.0,0.0,1.01,0.0,1.01,0.0,1.01
2017-04-02,27,SE,2089,2.62,0.0,0.0,0.0,2.62,0.0,2.62,0.0,2.62
2017-04-02,27,SE,1461,5.1,0.0,2.4,0.0,5.1,2.4,2.7,0.0,2.7
2017-04-02,27,SE,1355,2.52,0.0,0.0,0.0,2.52,0.0,2.52,0.0,2.52
2017-04-02,27,SE,563,1.31,0.0,0.0,0.0,1.31,0.0,1.31,0.0,1.31
2017-04-02,27,SE,424,0.26,0.0,0.0,0.0,0.26,0.0,0.26,0.0,0.26
2017-04-02,27,SE,399,1.05,0.0,0.0,0.0,1.05,0.0,1.05,0.0,1.05
2017-04-02,27,SE,377,1.26,0.0,1.24,0.0,1.26,1.24,0.02,0.0,0.02
2017-04-02,26,GB,2555,6.0,0.0,3.6,0.0,6.0,3.6,2.4,0.0,2.4
2017-04-02,26,GB,2518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,26,GB,2327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,26,GB,2136,1.01,0.0,0.0,0.0,1.01,0.0,1.01,0.0,1.01
2017-04-02,26,GB,2089,2.62,0.0,0.0,0.0,2.62,0.0,2.62,0.0,2.62
2017-04-02,26,GB,1461,6.8,0.0,0.6,0.0,6.8,0.6,6.2,0.0,6.2
2017-04-02,26,GB,563,0.52,0.0,0.6,0.0,0.52,0.6,-0.07,0.0,-0.07
2017-04-02,26,GB,424,0.0,0.0,0.1,0.0,0.0,0.1,-0.1,0.0,-0.1
2017-04-02,26,GB,399,6.29,0.0,13.64,0.0,6.29,13.64,-7.34,0.0,-7.34
2017-04-02,26,GB,377,0.0,0.0,0.42,0.0,0.0,0.42,-0.42,0.0,-0.42
2017-04-02,25,SE,2676,0.8,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.8
2017-04-02,25,SE,2555,3.6,0.0,0.6,0.0,3.6,0.6,3.0,0.0,3.0
2017-04-02,25,SE,2518,0.0,0.0,0.79,0.0,0.0,0.79,-0.79,0.0,-0.79
2017-04-02,25,SE,2327,0.0,0.0,8.39,0.0,0.0,8.39,-8.39,0.0,-8.39
2017-04-02,25,SE,2089,5.25,0.0,0.0,0.0,5.25,0.0,5.25,0.0,5.25
2017-04-02,25,SE,1461,5.1,0.0,7.68,0.0,5.1,7.68,-2.58,0.0,-2.58
2017-04-02,25,SE,1355,0.0,0.0,2.52,0.0,0.0,2.52,-2.52,0.0,-2.52
2017-04-02,25,SE,563,0.52,0.0,0.21,0.0,0.52,0.21,0.31,0.0,0.31
2017-04-02,25,SE,424,0.52,0.0,1.17,0.0,0.52,1.17,-0.65,0.0,-0.65
2017-04-02,25,SE,399,2.1,0.0,8.92,0.0,2.1,8.92,-6.82,0.0,-6.82
2017-04-02,25,SE,377,2.1,0.0,0.69,0.0,2.1,0.69,1.41,0.0,1.41
2017-04-02,24,SE,2676,0.4,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.4
2017-04-02,24,SE,2555,2.4,0.0,33.4,0.0,2.4,33.4,-31.0,0.0,-31.0
2017-04-02,24,SE,2518,2.1,0.0,0.0,0.0,2.1,0.0,2.1,0.0,2.1
2017-04-02,24,SE,2327,4.2,0.0,0.0,0.0,4.2,0.0,4.2,0.0,4.2
2017-04-02,24,SE,2136,2.01,0.0,0.0,0.0,2.01,0.0,2.01,0.0,2.01
2017-04-02,24,SE,2089,7.87,0.0,4.2,0.0,7.87,4.2,3.67,0.0,3.67
2017-04-02,24,SE,1939,0.0,0.0,4.2,0.0,0.0,4.2,-4.2,0.0,-4.2
2017-04-02,24,SE,1461,5.6,0.0,0.51,0.0,5.6,0.51,5.09,0.0,5.09
2017-04-02,24,SE,563,1.0,0.0,2.22,0.0,1.0,2.22,-1.23,0.0,-1.23
2017-04-02,24,SE,424,0.0,0.0,0.31,0.0,0.0,0.31,-0.31,0.0,-0.31
2017-04-02,24,SE,399,4.72,0.0,10.49,0.0,4.72,10.49,-5.77,0.0,-5.77
2017-04-02,24,SE,377,0.42,0.0,0.13,0.0,0.42,0.13,0.29,0.0,0.29
2017-04-02,23,NO,2676,0.0,0.0,0.6,0.0,0.0,0.6,-0.6,0.0,-0.6
2017-04-02,23,NO,2651,2.1,0.0,0.0,0.0,2.1,0.0,2.1,0.0,2.1
2017-04-02,23,NO,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-02,23,NO,2518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,23,NO,2327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,23,NO,2188,0.31,0.0,0.0,0.0,0.31,0.0,0.31,0.0,0.31
2017-04-02,23,NO,2136,3.02,0.0,2.1,0.0,3.02,2.1,0.92,0.0,0.92
2017-04-02,23,NO,1461,6.4,0.0,0.07,0.0,6.4,0.07,6.33,0.0,6.33
2017-04-02,23,NO,563,0.26,0.0,0.57,0.0,0.26,0.57,-0.3,0.0,-0.3
2017-04-02,23,NO,424,0.0,0.0,0.68,0.0,0.0,0.68,-0.68,0.0,-0.68
2017-04-02,23,NO,399,7.34,0.0,0.0,0.0,7.34,0.0,7.34,0.0,7.34
2017-04-02,23,NO,377,0.84,0.0,2.54,0.0,0.84,2.54,-1.7,0.0,-1.7
2017-04-02,22,SE,2676,0.4,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.4
2017-04-02,22,SE,2555,4.8,0.0,230.4,0.0,4.8,230.4,-225.6,0.0,-225.6
2017-04-02,22,SE,2518,2.1,0.0,0.0,0.0,2.1,0.0,2.1,0.0,2.1
2017-04-02,22,SE,2188,0.0,0.0,1.57,0.0,0.0,1.57,-1.57,0.0,-1.57
2017-04-02,22,SE,2136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,22,SE,2050,0.26,0.0,0.0,0.0,0.26,0.0,0.26,0.0,0.26
2017-04-02,22,SE,1461,6.8,0.0,8.96,0.0,6.8,8.96,-2.16,0.0,-2.16
2017-04-02,22,SE,1355,2.52,0.0,0.0,0.0,2.52,0.0,2.52,0.0,2.52
2017-04-02,22,SE,563,0.26,0.0,0.0,0.0,0.26,0.0,0.26,0.0,0.26
2017-04-02,22,SE,399,1.05,0.0,0.0,0.0,1.05,0.0,1.05,0.0,1.05
2017-04-02,22,SE,377,1.26,0.0,0.38,0.0,1.26,0.38,0.88,0.0,0.88
2017-04-02,21,AT,2676,0.0,0.0,0.4,0.0,0.0,0.4,-0.4,0.0,-0.4
2017-04-02,21,AT,2555,3.6,0.0,2.36,0.0,3.6,2.36,1.24,0.0,1.24
2017-04-02,21,AT,2518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,21,AT,2188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,21,AT,2136,1.01,0.0,0.84,0.0,1.01,0.84,0.17,0.0,0.17
2017-04-02,21,AT,2089,2.62,0.0,0.0,0.0,2.62,0.0,2.62,0.0,2.62
2017-04-02,21,AT,1461,3.1,0.0,0.28,0.0,3.1,0.28,2.82,0.0,2.82
2017-04-02,21,AT,563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,21,AT,399,3.15,0.0,19.62,0.0,3.15,19.62,-16.47,0.0,-16.47
2017-04-02,21,AT,377,2.52,0.0,4.32,0.0,2.52,4.32,-1.8,0.0,-1.8
2017-04-02,20,SE,2676,0.4,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.4
2017-04-02,20,SE,2651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,20,SE,2555,7.2,0.0,0.0,0.0,7.2,0.0,7.2,0.0,7.2
2017-04-02,20,SE,2518,2.1,0.0,0.0,0.0,2.1,0.0,2.1,0.0,2.1
2017-04-02,20,SE,2327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,20,SE,2136,2.01,0.0,1.26,0.0,2.01,1.26,0.76,0.0,0.76
2017-04-02,20,SE,2089,2.62,0.0,0.0,0.0,2.62,0.0,2.62,0.0,2.62
2017-04-02,20,SE,1461,3.4,0.0,1.75,0.0,3.4,1.75,1.65,0.0,1.65
2017-04-02,20,SE,1355,0.0,0.0,1.26,0.0,0.0,1.26,-1.26,0.0,-1.26
2017-04-02,20,SE,563,0.79,0.0,1.1,0.0,0.79,1.1,-0.31,0.0,-0.31
2017-04-02,20,SE,424,1.31,0.0,0.0,0.0,1.31,0.0,1.31,0.0,1.31
2017-04-02,20,SE,399,1.57,0.0,2.2,0.0,1.57,2.2,-0.63,0.0,-0.63
2017-04-02,20,SE,377,0.84,0.0,0.0,0.0,0.84,0.0,0.84,0.0,0.84
2017-04-02,19,SE,2676,0.0,0.0,1.8,0.0,0.0,1.8,-1.8,0.0,-1.8
2017-04-02,19,SE,2651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,19,SE,2555,3.6,0.0,0.56,0.0,3.6,0.56,3.04,0.0,3.04
2017-04-02,19,SE,2518,2.1,0.0,0.1,0.0,2.1,0.1,1.99,0.0,1.99
2017-04-02,19,SE,2136,1.01,0.0,0.0,0.0,1.01,0.0,1.01,0.0,1.01
2017-04-02,19,SE,2089,2.62,0.0,0.0,0.0,2.62,0.0,2.62,0.0,2.62
2017-04-02,19,SE,1461,3.4,0.0,9.02,0.0,3.4,9.02,-5.62,0.0,-5.62
2017-04-02,19,SE,1355,2.52,0.0,0.0,0.0,2.52,0.0,2.52,0.0,2.52
2017-04-02,19,SE,563,1.31,0.0,0.25,0.0,1.31,0.25,1.06,0.0,1.06
2017-04-02,19,SE,424,0.26,0.0,5.25,0.0,0.26,5.25,-4.98,0.0,-4.98
2017-04-02,19,SE,399,1.05,0.0,6.08,0.0,1.05,6.08,-5.04,0.0,-5.04
2017-04-02,19,SE,377,0.84,0.0,0.06,0.0,0.84,0.06,0.78,0.0,0.78
2017-04-02,18,GB,2676,0.4,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.4
2017-04-02,18,GB,2555,6.0,0.0,7.2,0.0,6.0,7.2,-1.2,0.0,-1.2
2017-04-02,18,GB,2518,1.05,0.0,0.0,0.0,1.05,0.0,1.05,0.0,1.05
2017-04-02,18,GB,2327,4.2,0.0,0.0,0.0,4.2,0.0,4.2,0.0,4.2
2017-04-02,18,GB,2136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,18,GB,2050,0.26,0.0,0.0,0.0,0.26,0.0,0.26,0.0,0.26
2017-04-02,18,GB,1939,4.2,0.0,0.0,0.0,4.2,0.0,4.2,0.0,4.2
2017-04-02,18,GB,1461,5.4,0.0,0.61,0.0,5.4,0.61,4.79,0.0,4.79
2017-04-02,18,GB,1355,0.0,0.0,1.89,0.0,0.0,1.89,-1.89,0.0,-1.89
2017-04-02,18,GB,563,0.26,0.0,1.41,0.0,0.26,1.41,-1.14,0.0,-1.14
2017-04-02,18,GB,424,0.0,0.0,0.16,0.0,0.0,0.16,-0.16,0.0,-0.16
2017-04-02,18,GB,399,2.1,0.0,10.81,0.0,2.1,10.81,-8.71,0.0,-8.71
2017-04-02,18,GB,377,0.84,0.0,0.84,0.0,0.84,0.84,0.0,0.0,0.0
2017-04-02,17,SE,2651,2.1,0.0,0.0,0.0,2.1,0.0,2.1,0.0,2.1
2017-04-02,17,SE,2555,7.2,0.0,9.08,0.0,7.2,9.08,-1.88,0.0,-1.88
2017-04-02,17,SE,2518,1.05,0.0,0.0,0.0,1.05,0.0,1.05,0.0,1.05
2017-04-02,17,SE,2188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,17,SE,2136,1.01,0.0,0.0,0.0,1.01,0.0,1.01,0.0,1.01
2017-04-02,17,SE,1461,1.7,0.0,11.59,0.0,1.7,11.59,-9.89,0.0,-9.89
2017-04-02,17,SE,563,0.0,0.0,4.87,0.0,0.0,4.87,-4.87,0.0,-4.87
2017-04-02,17,SE,424,0.79,0.0,0.0,0.0,0.79,0.0,0.79,0.0,0.79
2017-04-02,17,SE,399,1.05,0.0,11.33,0.0,1.05,11.33,-10.28,0.0,-10.28
2017-04-02,17,SE,377,1.68,0.0,7.55,0.0,1.68,7.55,-5.87,0.0,-5.87
2017-04-02,16,SE,2676,0.4,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.4
2017-04-02,16,SE,2555,7.2,0.0,2.6,0.0,7.2,2.6,4.6,0.0,4.6
2017-04-02,16,SE,2136,1.01,0.0,2.94,0.0,1.01,2.94,-1.93,0.0,-1.93
2017-04-02,16,SE,2089,2.62,0.0,0.0,0.0,2.62,0.0,2.62,0.0,2.62
2017-04-02,16,SE,1461,3.5,0.0,2.62,0.0,3.5,2.62,0.88,0.0,0.88
2017-04-02,16,SE,563,0.79,0.0,0.05,0.0,0.79,0.05,0.73,0.0,0.73
2017-04-02,16,SE,424,0.52,0.0,0.0,0.0,0.52,0.0,0.52,0.0,0.52
2017-04-02,16,SE,399,1.05,0.0,5.51,0.0,1.05,5.51,-4.46,0.0,-4.46
2017-04-02,16,SE,377,0.42,0.0,5.77,0.0,0.42,5.77,-5.35,0.0,-5.35
2017-04-02,15,SE,2676,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,-1.0
2017-04-02,15,SE,2651,2.1,0.0,0.0,0.0,2.1,0.0,2.1,0.0,2.1
2017-04-02,15,SE,2555,3.6,0.0,13.2,0.0,3.6,13.2,-9.6,0.0,-9.6
2017-04-02,15,SE,2518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,15,SE,2188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,15,SE,2136,3.02,0.0,8.18,0.0,3.02,8.18,-5.16,0.0,-5.16
2017-04-02,15,SE,2089,2.62,0.0,0.0,0.0,2.62,0.0,2.62,0.0,2.62
2017-04-02,15,SE,1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02,15,SE,1461,3.1,0.0,0.0,0.0,3.1,0.0,3.1,0.0,3.1
2017-04-02,15,SE,563,0.26,0.0,0.0,0.0,0.26,0.0,0.26,0.0,0.26
2017-04-02,15,SE,424,0.0,0.0,0.26,0.0,0.0,0.26,-0.26,0.0,-0.26
2017-04-02,15,SE,399,0.0,0.0,7.76,0.0,0.0,7.76,-7.76,0.0,-7.76
2017-04-02,15,SE,377,1.26,0.0,0.57,0.0,1.26,0.57,0.69,0.0,0.69
2017-04-02,14,AT,2676,0.0,0.0,2.5,0.0,0.0,2.5,-2.5,0.0,-2.5
